N,P,K,pH,Organic_Carbon,Temperature,Humidity,Rainfall,Crop,Soil_Type,Fertilizer
33.6,42.6,10.9,5.82,1.55,29.5,45.4,1262.0,Beans,Silt,Potash
29.0,20.3,44.6,6.72,1.61,36.9,76.6,848.0,Maize,Silt,NPK 15-15-15
13.0,38.9,18.7,7.52,1.81,36.7,76.8,428.0,Beans,Loamy,NPK 20-10-10
29.8,23.5,50.2,6.36,0.5,23.6,58.0,1469.0,Beans,Clay,Organic Compost
53.9,31.7,48.2,5.86,1.32,29.1,78.3,1912.0,Cassava,Clay,Organic Compost
30.4,35.5,21.8,7.79,2.16,27.9,64.8,465.0,Wheat,Loamy,NPK 15-15-15
57.4,41.0,26.6,5.17,0.75,36.8,83.6,1720.0,Sorghum,Clay,Organic Compost
42.2,42.3,21.7,6.32,1.86,35.9,46.1,1828.0,Wheat,Loamy,Potash
8.2,17.3,37.0,5.69,0.53,33.3,41.6,1114.0,Beans,Silt,NPK 20-10-10
46.3,25.2,22.6,4.9,1.19,24.7,86.6,1872.0,Cassava,Silt,Organic Compost
19.5,13.9,12.8,5.33,1.56,18.3,80.6,881.0,Wheat,Sandy,NPK 15-15-15
28.9,57.1,48.6,7.72,1.45,26.6,53.0,1272.0,Wheat,Clay,Organic Compost
26.1,31.5,20.6,5.68,1.68,37.1,49.8,489.0,Rice,Clay,Organic Compost
41.9,12.2,54.2,7.67,1.48,36.4,74.5,1990.0,Tomato,Loamy,DAP
10.4,15.6,33.1,5.87,0.86,19.2,48.2,968.0,Tomato,Sandy,NPK 20-10-10
42.2,8.6,43.3,6.64,2.06,33.1,89.7,549.0,Wheat,Silt,DAP
50.2,24.1,45.8,7.46,1.0,30.6,86.2,1238.0,Sorghum,Clay,Organic Compost
32.7,24.9,36.5,6.1,2.33,33.8,84.3,1242.0,Tomato,Silt,NPK 15-15-15
22.9,41.7,22.2,6.46,1.91,26.4,62.9,596.0,Sorghum,Clay,Organic Compost
56.3,57.7,60.1,4.87,1.05,27.3,75.3,1524.0,Cassava,Clay,Organic Compost
35.9,53.3,22.3,7.47,1.97,20.8,91.0,1769.0,Rice,Loamy,NPK 20-10-10
18.0,41.4,16.6,4.92,1.28,18.1,79.7,1264.0,Rice,Loamy,NPK 15-15-15
14.3,15.0,32.9,6.35,1.15,30.4,61.3,1339.0,Sorghum,Loamy,NPK 20-10-10
32.3,14.7,36.8,7.4,0.54,30.2,83.5,583.0,Tomato,Silt,DAP
43.7,50.7,54.6,6.66,1.95,23.0,56.0,1761.0,Cassava,Loamy,Organic Compost
14.2,21.4,19.3,6.45,0.58,24.9,94.2,1671.0,Millet,Loamy,NPK 20-10-10
27.7,41.3,12.9,6.11,2.44,19.6,89.8,711.0,Rice,Loamy,Potash
52.0,38.0,44.3,5.86,2.32,29.6,73.0,1604.0,Rice,Loamy,NPK 20-10-10
17.1,49.3,23.2,8.19,1.25,20.4,57.4,1318.0,Tomato,Loamy,Urea
36.7,17.0,30.6,7.41,2.36,25.9,90.8,458.0,Millet,Silt,DAP
17.8,5.3,25.6,5.77,0.73,21.1,82.3,700.0,Millet,Sandy,NPK 20-10-10
27.8,21.4,20.8,5.12,1.38,20.9,44.6,575.0,Beans,Sandy,NPK 15-15-15
9.5,31.0,8.7,7.11,1.32,29.6,41.3,400.0,Rice,Sandy,NPK 20-10-10
11.0,22.4,29.3,5.0,1.6,28.6,73.2,1696.0,Cassava,Silt,Urea
27.9,27.2,35.5,6.78,0.43,37.6,91.8,850.0,Beans,Silt,NPK 15-15-15
58.7,44.6,20.8,7.02,0.6,31.4,72.3,1425.0,Millet,Clay,Organic Compost
34.0,20.6,15.6,5.32,2.29,27.3,76.4,1224.0,Cassava,Silt,Potash
23.9,28.3,20.6,7.58,1.86,33.2,79.3,1719.0,Sorghum,Clay,Organic Compost
18.6,12.3,32.8,7.35,1.64,24.1,79.6,1117.0,Tomato,Silt,NPK 20-10-10
22.3,13.5,14.9,6.62,1.33,21.2,73.6,1503.0,Millet,Sandy,Superphosphate
33.9,34.2,33.3,6.15,2.19,27.4,94.7,1002.0,Sorghum,Clay,Organic Compost
52.0,57.3,41.5,6.33,2.47,36.7,94.8,650.0,Maize,Clay,DAP
50.8,23.1,35.7,6.65,0.87,32.6,52.6,1745.0,Cassava,Clay,Organic Compost
35.4,24.7,30.9,7.63,1.61,19.1,79.2,692.0,Sorghum,Loamy,NPK 15-15-15
40.4,21.3,31.4,4.69,1.31,30.4,76.0,503.0,Cassava,Clay,Organic Compost
34.8,47.8,20.8,4.95,1.2,30.7,66.7,558.0,Tomato,Loamy,Urea
48.1,32.4,33.2,5.28,2.56,18.3,47.0,1738.0,Beans,Clay,Organic Compost
23.3,42.0,29.7,7.61,2.04,28.6,53.7,1668.0,Beans,Loamy,NPK 20-10-10
14.2,42.0,42.3,7.99,0.98,33.7,77.9,1806.0,Cassava,Loamy,Urea
23.1,14.6,23.3,7.52,0.69,30.8,94.3,1832.0,Sorghum,Silt,DAP
12.9,29.0,30.3,7.4,1.02,20.1,78.4,1188.0,Sorghum,Silt,Urea
43.5,29.3,40.9,7.17,0.99,24.2,89.5,770.0,Wheat,Silt,NPK 20-10-10
44.5,21.6,37.5,6.59,0.85,27.8,88.4,1489.0,Beans,Loamy,Potash
24.3,21.9,33.1,6.45,1.29,34.7,91.7,1166.0,Beans,Sandy,NPK 15-15-15
39.1,23.7,39.4,6.46,1.06,30.6,61.4,1659.0,Beans,Silt,Potash
25.2,53.3,44.6,5.39,2.55,28.0,68.8,1855.0,Millet,Loamy,NPK 20-10-10
49.1,21.8,17.8,4.61,1.16,30.1,56.8,1327.0,Tomato,Silt,DAP
16.5,42.7,44.8,6.6,2.35,37.1,41.9,1487.0,Sorghum,Loamy,Urea
46.2,49.9,55.3,7.11,2.11,30.0,46.4,434.0,Beans,Clay,Organic Compost
16.7,30.5,23.0,6.6,1.26,22.0,40.2,914.0,Beans,Loamy,Urea
29.6,41.5,43.8,6.9,1.12,20.0,90.7,1924.0,Tomato,Clay,Organic Compost
9.2,10.0,11.2,7.23,0.9,21.7,40.5,437.0,Maize,Silt,NPK 15-15-15
44.3,39.2,39.3,7.29,1.04,22.8,87.0,1503.0,Rice,Clay,Organic Compost
25.7,21.6,55.8,6.7,0.5,21.2,55.4,821.0,Millet,Clay,Organic Compost
49.9,42.9,51.2,7.69,2.43,37.6,57.1,735.0,Rice,Loamy,Organic Compost
41.3,15.8,47.3,7.4,1.78,26.7,48.5,1209.0,Rice,Loamy,DAP
33.0,30.4,38.5,6.65,1.21,37.3,40.3,1861.0,Tomato,Clay,Potash
34.9,26.8,24.3,7.19,1.3,33.7,48.5,1670.0,Rice,Sandy,NPK 15-15-15
27.2,24.5,20.6,5.96,2.3,30.9,63.9,1656.0,Millet,Sandy,DAP
17.6,9.6,38.0,5.24,2.59,18.2,52.6,467.0,Tomato,Silt,NPK 20-10-10
43.6,48.4,33.6,5.36,0.6,35.3,53.5,1830.0,Rice,Silt,Potash
45.4,59.9,51.8,7.03,1.36,27.7,61.4,1914.0,Millet,Clay,Organic Compost
21.6,55.8,37.5,7.23,0.49,35.9,76.3,1132.0,Maize,Clay,Organic Compost
20.7,13.5,27.5,6.18,1.31,32.1,63.1,542.0,Wheat,Silt,DAP
40.2,52.0,45.0,6.49,1.6,35.0,85.3,686.0,Maize,Loamy,Organic Compost
46.5,17.4,30.7,6.42,0.97,31.6,66.2,876.0,Sorghum,Loamy,DAP
44.4,42.1,46.4,8.02,1.48,19.9,84.0,1413.0,Maize,Silt,Organic Compost
22.2,46.1,32.9,4.64,2.29,33.2,75.3,1383.0,Tomato,Silt,NPK 20-10-10
9.2,14.5,22.1,6.5,0.69,29.2,54.5,806.0,Maize,Silt,NPK 20-10-10
29.3,6.6,26.9,5.16,1.65,35.9,60.9,1886.0,Rice,Sandy,DAP
12.0,42.2,27.2,4.77,0.63,37.3,53.4,1947.0,Wheat,Silt,Urea
28.5,45.4,30.7,4.78,0.91,35.2,78.3,1202.0,Wheat,Loamy,NPK 20-10-10
45.9,15.5,54.8,7.68,1.1,35.4,77.5,1466.0,Millet,Loamy,DAP
31.4,46.5,24.9,5.64,2.52,27.9,43.3,1737.0,Cassava,Loamy,NPK 20-10-10
46.5,11.1,32.5,8.13,2.45,28.5,77.4,1367.0,Sorghum,Silt,DAP
22.0,22.2,25.6,7.65,0.92,23.0,40.4,648.0,Beans,Silt,NPK 15-15-15
28.2,60.6,21.1,6.29,2.17,33.5,50.4,1532.0,Tomato,Clay,Organic Compost
23.4,46.9,36.0,7.18,2.47,35.1,83.0,863.0,Rice,Loamy,Potash
13.5,42.7,43.7,6.58,0.77,35.5,72.8,1224.0,Sorghum,Loamy,Urea
27.2,6.8,22.4,5.13,0.86,22.7,40.8,1827.0,Wheat,Sandy,DAP
22.4,52.9,20.3,6.24,0.64,29.8,94.9,675.0,Wheat,Clay,Organic Compost
61.4,52.2,56.0,6.7,2.31,20.2,80.8,1406.0,Millet,Clay,Superphosphate
29.4,20.5,23.8,5.6,1.72,20.7,53.3,907.0,Wheat,Loamy,NPK 15-15-15
35.0,14.0,13.6,6.55,2.28,27.1,53.7,1305.0,Maize,Sandy,Superphosphate
34.5,34.9,21.9,4.75,1.65,37.0,90.9,745.0,Millet,Sandy,NPK 15-15-15
47.3,33.1,26.5,5.7,1.01,35.7,62.5,790.0,Beans,Loamy,Potash
26.5,29.7,8.0,4.51,0.51,32.1,91.4,930.0,Beans,Sandy,Potash
61.1,39.8,27.0,7.33,2.2,32.1,87.5,994.0,Beans,Clay,Organic Compost
38.8,30.2,26.5,4.63,1.88,35.5,57.3,1087.0,Maize,Clay,NPK 20-10-10
13.4,22.2,32.3,6.37,1.89,32.1,48.4,955.0,Cassava,Sandy,NPK 20-10-10
31.6,19.4,18.7,5.27,1.08,36.7,56.7,1570.0,Cassava,Sandy,NPK 20-10-10
32.0,11.6,26.8,5.12,1.75,29.7,74.2,858.0,Beans,Sandy,DAP
36.5,21.1,29.8,4.75,1.45,26.5,47.3,1111.0,Beans,Loamy,NPK 15-15-15
37.5,29.1,40.3,5.54,1.87,18.1,44.0,1399.0,Millet,Silt,NPK 15-15-15
34.7,10.7,24.5,6.77,1.97,34.3,58.2,1739.0,Millet,Silt,DAP
45.6,30.2,25.2,5.46,2.22,36.3,92.9,885.0,Cassava,Clay,Organic Compost
14.5,16.6,12.1,6.62,1.85,24.4,41.3,1577.0,Tomato,Sandy,NPK 15-15-15
21.2,48.2,34.5,6.7,1.81,37.1,58.7,849.0,Wheat,Silt,NPK 20-10-10
8.6,11.2,11.8,6.85,1.81,25.4,55.2,1607.0,Millet,Sandy,Superphosphate
16.8,45.9,25.4,6.88,0.67,23.1,78.5,1281.0,Tomato,Silt,Urea
31.9,44.0,25.8,7.81,1.22,24.6,82.9,418.0,Sorghum,Silt,NPK 20-10-10
34.0,39.0,12.4,5.1,1.07,23.9,45.3,677.0,Wheat,Loamy,Potash
24.7,23.3,15.4,5.79,1.28,36.1,80.9,1167.0,Tomato,Loamy,Potash
52.2,15.4,48.5,5.17,1.94,21.7,73.0,780.0,Tomato,Loamy,DAP
38.6,41.4,15.0,7.1,0.74,31.5,46.8,1167.0,Sorghum,Loamy,Potash
46.5,23.7,49.4,5.22,1.03,25.6,82.7,1911.0,Beans,Clay,Organic Compost
22.5,54.8,32.1,6.66,2.55,21.7,60.6,1788.0,Rice,Clay,Organic Compost
39.2,25.1,46.6,7.31,2.45,27.5,67.7,918.0,Beans,Loamy,NPK 15-15-15
49.0,30.2,48.1,5.82,2.27,30.7,79.4,1549.0,Beans,Silt,NPK 20-10-10
16.8,30.5,10.5,5.24,1.98,33.0,89.6,839.0,Millet,Sandy,NPK 20-10-10
60.8,56.0,40.6,7.69,0.87,36.4,71.2,1023.0,Tomato,Clay,Organic Compost
18.1,12.3,38.8,8.02,1.8,20.9,75.4,587.0,Rice,Silt,NPK 20-10-10
28.5,21.5,12.1,5.64,1.82,23.8,47.9,1272.0,Maize,Silt,Potash
19.2,26.3,30.0,6.99,1.56,19.2,56.0,912.0,Beans,Sandy,NPK 20-10-10
16.8,30.7,49.6,6.79,0.86,37.2,58.5,477.0,Tomato,Silt,Urea
42.4,17.2,42.4,4.63,2.44,18.8,91.6,518.0,Tomato,Silt,DAP
22.8,6.1,23.6,6.79,1.63,30.6,93.2,1993.0,Millet,Sandy,DAP
13.6,38.3,49.2,6.11,0.62,25.1,61.2,1995.0,Wheat,Silt,Urea
15.1,6.5,24.6,6.99,0.53,24.7,89.7,1723.0,Beans,Sandy,NPK 20-10-10
34.8,26.7,33.6,4.76,0.87,18.6,87.7,1511.0,Wheat,Sandy,NPK 15-15-15
53.1,21.7,39.8,6.97,0.41,31.8,52.2,1842.0,Wheat,Loamy,Potash
39.8,14.9,23.1,7.12,1.11,32.2,58.5,684.0,Cassava,Silt,DAP
29.7,35.0,26.4,7.38,1.83,29.5,63.9,1257.0,Tomato,Silt,Potash
16.6,44.1,42.1,6.45,2.26,31.4,47.8,1585.0,Tomato,Silt,Urea
18.3,33.1,25.4,6.86,1.69,33.8,43.9,1105.0,Wheat,Silt,Urea
41.2,20.9,29.4,6.22,1.28,32.3,73.7,1808.0,Maize,Clay,Organic Compost
5.5,30.6,14.9,5.78,0.75,31.9,55.4,683.0,Rice,Sandy,NPK 20-10-10
23.6,43.0,31.9,5.99,1.19,20.9,58.3,1807.0,Millet,Loamy,NPK 20-10-10
24.5,35.2,45.5,7.6,0.72,20.8,74.6,868.0,Beans,Clay,Organic Compost
7.3,30.3,6.1,7.83,2.55,31.3,94.1,1715.0,Millet,Sandy,Superphosphate
18.6,23.7,19.4,7.01,1.39,18.9,52.4,1988.0,Millet,Sandy,NPK 20-10-10
9.6,34.6,11.9,6.89,0.49,19.3,79.4,1416.0,Cassava,Sandy,NPK 20-10-10
54.4,36.0,53.7,5.11,1.29,24.7,81.5,1596.0,Wheat,Loamy,NPK 20-10-10
10.3,6.5,30.4,5.57,0.66,25.1,44.3,1966.0,Wheat,Sandy,NPK 20-10-10
25.5,22.0,19.3,7.04,1.91,18.2,89.9,989.0,Tomato,Sandy,Potash
36.8,23.8,23.7,4.73,1.32,21.0,87.1,935.0,Millet,Silt,NPK 15-15-15
44.5,52.8,22.3,6.6,0.49,20.0,60.2,1492.0,Rice,Loamy,Potash
51.5,29.4,20.3,4.7,1.69,27.9,54.9,410.0,Rice,Clay,Organic Compost
14.9,43.7,39.3,6.27,0.51,36.5,66.3,1039.0,Rice,Loamy,Urea
38.5,42.8,13.2,7.32,1.12,35.3,60.4,487.0,Tomato,Silt,Potash
29.0,40.1,9.5,5.16,1.64,25.7,77.4,1940.0,Wheat,Silt,Potash
30.8,46.3,36.3,7.47,1.06,32.9,47.7,1600.0,Wheat,Silt,NPK 20-10-10
17.0,47.7,16.7,6.27,1.9,27.7,58.7,1494.0,Millet,Loamy,NPK 20-10-10
30.2,37.6,24.9,4.75,1.58,32.5,56.5,625.0,Wheat,Silt,NPK 15-15-15
46.0,53.0,60.7,6.61,0.94,30.8,90.3,1504.0,Wheat,Clay,Organic Compost
51.7,36.9,61.5,7.17,2.22,36.9,42.2,1639.0,Beans,Clay,Organic Compost
31.4,29.9,28.4,7.44,1.05,26.1,46.3,1729.0,Millet,Sandy,NPK 15-15-15
12.4,23.5,18.6,8.18,2.3,28.5,84.5,663.0,Sorghum,Sandy,NPK 20-10-10
38.5,10.2,16.4,6.49,0.54,26.5,66.5,1875.0,Tomato,Silt,Superphosphate
12.3,17.2,44.3,6.15,0.84,36.7,83.3,583.0,Rice,Loamy,NPK 20-10-10
41.8,52.7,15.3,7.37,0.57,24.7,81.3,1538.0,Millet,Loamy,NPK 20-10-10
8.8,14.8,10.5,4.91,2.24,19.2,69.5,1508.0,Maize,Sandy,Superphosphate
26.4,47.8,46.3,7.44,1.28,34.5,74.6,1006.0,Tomato,Loamy,Potash
14.0,32.8,35.0,5.03,2.47,32.1,67.4,1927.0,Wheat,Sandy,NPK 20-10-10
21.0,22.5,51.2,5.3,0.47,23.3,66.4,1011.0,Sorghum,Loamy,NPK 15-15-15
57.3,45.0,42.0,5.09,1.0,35.3,82.9,1116.0,Millet,Clay,Organic Compost
16.8,38.1,46.4,7.49,0.6,22.5,62.7,803.0,Maize,Loamy,Urea
29.3,14.5,32.6,4.73,1.24,33.9,89.0,792.0,Wheat,Silt,DAP
45.5,61.3,30.3,4.76,2.26,27.8,59.1,488.0,Sorghum,Clay,Organic Compost
15.7,48.8,19.8,7.52,0.44,24.4,89.8,696.0,Wheat,Silt,NPK 20-10-10
25.1,22.2,60.6,6.0,1.85,20.5,52.1,1136.0,Millet,Clay,Organic Compost
45.2,40.8,31.2,6.2,1.76,32.6,47.4,1764.0,Maize,Silt,Potash
60.1,21.3,36.1,6.45,1.59,34.4,47.8,1396.0,Beans,Clay,Organic Compost
20.4,60.8,25.1,6.49,0.94,30.1,42.0,781.0,Beans,Clay,Organic Compost
22.5,26.2,25.3,5.95,0.43,20.1,65.2,1906.0,Beans,Sandy,NPK 15-15-15
42.7,46.1,20.3,7.95,1.74,28.2,82.8,782.0,Tomato,Silt,Potash
29.0,30.7,23.5,4.64,1.06,35.6,74.5,1824.0,Tomato,Sandy,NPK 15-15-15
30.9,27.9,16.3,4.58,2.34,33.7,64.7,1274.0,Sorghum,Sandy,Potash
19.0,21.1,48.4,5.84,2.19,27.5,43.9,978.0,Cassava,Loamy,Urea
32.3,27.9,28.4,7.69,2.11,29.4,79.3,1066.0,Tomato,Sandy,Superphosphate
29.4,60.1,22.2,7.22,2.53,24.2,90.2,1722.0,Sorghum,Clay,Organic Compost
47.5,40.8,48.4,6.02,1.11,19.6,60.8,1685.0,Beans,Clay,Organic Compost
16.7,32.0,32.2,5.15,1.68,25.3,91.8,808.0,Sorghum,Silt,Urea
38.9,17.0,18.9,8.09,0.57,20.3,93.8,1643.0,Millet,Silt,Superphosphate
28.5,43.3,21.8,5.21,0.42,30.5,56.2,1782.0,Tomato,Silt,NPK 20-10-10
33.8,33.9,25.6,7.94,0.76,27.2,51.2,1166.0,Rice,Sandy,NPK 15-15-15
5.1,16.7,34.8,6.68,1.05,25.8,57.7,1116.0,Maize,Sandy,NPK 20-10-10
27.5,29.7,9.2,4.7,1.22,35.7,83.5,576.0,Maize,Silt,Potash
40.2,49.3,61.9,4.86,1.53,28.2,70.9,667.0,Cassava,Clay,Organic Compost
51.1,47.9,33.9,8.16,2.22,28.8,94.5,1728.0,Cassava,Clay,Organic Compost
22.4,24.6,33.2,6.32,0.57,27.6,83.3,974.0,Beans,Sandy,Potash
36.7,11.6,23.8,4.99,1.45,20.8,46.0,1516.0,Maize,Silt,DAP
37.5,13.9,13.4,6.1,1.2,28.9,94.6,1096.0,Rice,Loamy,Superphosphate
32.8,45.6,35.6,6.86,2.45,18.0,89.6,1196.0,Beans,Loamy,NPK 20-10-10
19.0,10.8,47.7,6.81,2.32,23.8,55.3,937.0,Cassava,Silt,NPK 20-10-10
52.3,49.7,33.3,5.79,1.75,30.2,77.6,1257.0,Cassava,Loamy,Organic Compost
27.4,33.4,15.2,6.48,1.11,36.2,55.8,1510.0,Beans,Sandy,Potash
14.5,30.2,43.5,8.2,1.77,28.7,83.3,502.0,Rice,Silt,Urea
20.9,5.7,11.1,5.87,2.47,30.8,68.1,1181.0,Sorghum,Sandy,Superphosphate
12.0,36.4,21.8,5.7,1.4,22.9,90.7,1755.0,Maize,Silt,Urea
25.5,28.4,42.0,4.56,2.59,18.2,69.2,1470.0,Beans,Loamy,NPK 15-15-15
33.1,20.6,32.8,7.27,1.53,33.6,43.8,937.0,Beans,Silt,NPK 15-15-15
46.1,41.8,59.3,5.1,1.06,35.2,76.6,1269.0,Rice,Clay,Organic Compost
52.2,40.9,52.0,8.1,1.6,30.2,76.1,1743.0,Rice,Loamy,Organic Compost
52.5,40.4,49.4,6.07,1.44,31.8,82.7,526.0,Millet,Loamy,Organic Compost
34.8,5.3,12.9,6.22,0.89,18.5,69.7,1439.0,Beans,Sandy,Superphosphate
49.4,28.1,41.5,5.56,2.23,34.5,54.7,1449.0,Millet,Silt,NPK 20-10-10
45.3,25.2,32.8,8.16,0.79,21.0,47.8,1997.0,Sorghum,Loamy,Potash
41.9,44.7,34.7,8.14,0.49,30.4,73.4,914.0,Sorghum,Loamy,Potash
12.4,7.7,8.2,7.82,0.95,36.1,46.6,1974.0,Maize,Sandy,NPK 15-15-15
23.6,53.7,23.3,5.47,2.16,36.2,82.2,1824.0,Wheat,Clay,Organic Compost
15.3,28.6,25.4,6.63,2.58,27.4,74.1,1216.0,Sorghum,Sandy,NPK 20-10-10
49.1,24.5,36.5,6.6,2.36,33.2,44.4,969.0,Cassava,Silt,Potash
33.6,25.7,14.8,8.19,2.44,33.0,51.1,1982.0,Cassava,Loamy,Potash
6.3,10.2,25.3,7.86,0.79,24.3,72.3,1999.0,Wheat,Sandy,NPK 20-10-10
36.4,44.8,29.3,4.96,1.96,30.0,66.7,840.0,Sorghum,Silt,NPK 20-10-10
23.3,47.0,23.5,4.9,0.77,27.9,44.4,1549.0,Beans,Silt,NPK 20-10-10
45.5,48.1,26.8,4.83,0.91,31.2,62.3,1496.0,Wheat,Silt,Potash
26.6,32.0,35.9,7.55,1.9,30.9,77.0,1205.0,Millet,Clay,Potash
18.0,14.8,25.7,7.41,0.65,20.2,46.8,832.0,Rice,Loamy,NPK 20-10-10
31.6,61.8,34.1,5.28,1.49,22.6,70.8,1041.0,Wheat,Clay,Organic Compost
49.9,29.1,39.9,5.63,2.16,18.6,76.4,917.0,Beans,Clay,Organic Compost
27.7,41.0,37.6,5.4,0.5,35.1,67.1,1390.0,Maize,Loamy,NPK 20-10-10
34.3,8.6,30.4,6.36,0.61,32.9,53.0,487.0,Sorghum,Silt,DAP
30.1,48.9,20.2,7.17,1.42,33.8,61.6,962.0,Millet,Clay,Organic Compost
27.9,37.3,45.0,4.52,1.67,25.6,74.7,1851.0,Wheat,Clay,Organic Compost
18.9,8.6,28.8,7.78,2.19,37.0,65.7,1444.0,Sorghum,Sandy,NPK 20-10-10
32.4,19.0,41.8,6.67,2.49,33.4,88.2,1275.0,Beans,Silt,DAP
8.2,6.6,34.5,7.89,2.5,19.2,54.8,1842.0,Millet,Sandy,Superphosphate
49.8,34.3,24.5,6.44,0.65,32.6,74.0,1361.0,Wheat,Loamy,Potash
14.8,52.7,29.9,6.33,1.23,37.8,83.8,553.0,Sorghum,Loamy,Urea
46.1,54.9,44.0,7.7,1.51,25.5,75.4,1599.0,Maize,Loamy,Organic Compost
16.9,21.3,49.9,5.04,2.18,25.5,76.5,1857.0,Rice,Loamy,Urea
31.0,35.2,50.8,7.38,2.14,32.8,52.7,863.0,Beans,Clay,Organic Compost
39.7,33.2,46.8,7.71,0.98,35.7,56.5,1106.0,Rice,Silt,NPK 15-15-15
32.2,48.1,62.0,4.98,1.94,28.5,62.6,1600.0,Millet,Clay,Organic Compost
44.0,54.4,46.9,4.75,2.12,31.0,44.9,1369.0,Rice,Loamy,Organic Compost
26.3,30.8,25.4,7.74,0.77,33.4,82.8,1117.0,Maize,Silt,NPK 15-15-15
10.9,20.9,11.7,7.48,1.76,19.1,59.7,1773.0,Tomato,Sandy,NPK 20-10-10
7.8,32.9,18.5,6.32,1.65,25.3,79.9,423.0,Sorghum,Sandy,NPK 20-10-10
46.7,57.4,22.7,7.65,2.2,19.5,47.9,960.0,Beans,Clay,Organic Compost
20.1,17.3,26.7,5.58,2.32,31.1,59.1,1264.0,Maize,Sandy,DAP
26.3,45.7,49.1,6.48,2.01,29.4,45.0,1924.0,Millet,Silt,NPK 20-10-10
35.5,12.4,25.5,5.22,0.77,32.3,41.7,1946.0,Maize,Silt,DAP
20.6,11.6,32.7,5.78,1.77,29.1,51.9,1139.0,Wheat,Silt,DAP
45.1,12.5,23.6,6.47,1.45,36.8,86.4,1603.0,Beans,Loamy,DAP
6.1,29.7,17.9,5.69,1.73,33.1,68.8,639.0,Sorghum,Sandy,NPK 20-10-10
53.7,31.0,52.7,7.88,1.29,34.0,44.9,532.0,Sorghum,Loamy,NPK 20-10-10
5.3,20.5,34.3,7.68,0.91,28.6,49.4,821.0,Tomato,Sandy,NPK 20-10-10
30.2,28.9,36.1,6.15,0.6,21.0,63.4,777.0,Cassava,Clay,Organic Compost
30.5,26.2,42.9,5.11,2.35,19.0,90.8,622.0,Millet,Silt,NPK 15-15-15
42.2,32.5,8.8,7.36,0.62,28.8,58.3,1615.0,Sorghum,Silt,Potash
27.7,32.5,25.7,5.69,1.42,22.6,65.2,793.0,Wheat,Sandy,NPK 15-15-15
39.2,16.7,12.1,7.42,1.59,36.6,69.5,743.0,Maize,Loamy,Superphosphate
22.8,49.1,28.9,5.44,0.47,30.5,80.2,769.0,Cassava,Clay,Organic Compost
37.2,22.9,31.8,5.11,2.51,34.4,44.3,1222.0,Sorghum,Clay,Organic Compost
21.5,13.4,17.4,5.71,1.3,27.4,68.6,992.0,Tomato,Silt,Superphosphate
33.9,7.0,22.6,5.22,1.23,28.9,81.8,1964.0,Sorghum,Sandy,DAP
46.0,21.5,33.8,7.63,1.29,29.1,46.6,490.0,Millet,Loamy,Potash
26.4,33.7,28.1,4.86,0.83,27.9,64.1,1677.0,Beans,Loamy,NPK 15-15-15
13.5,14.9,33.5,7.61,1.1,25.9,86.3,538.0,Maize,Sandy,NPK 20-10-10
42.8,31.7,28.6,8.06,0.66,33.6,47.0,1573.0,Maize,Silt,Potash
42.8,56.9,39.8,4.52,0.52,30.7,77.3,1043.0,Maize,Clay,Organic Compost
25.1,15.2,29.6,6.49,2.52,29.8,51.5,1732.0,Sorghum,Loamy,DAP
33.7,58.2,56.9,7.7,0.49,35.0,79.7,935.0,Rice,Clay,Organic Compost
47.6,40.8,26.0,6.89,0.81,26.5,83.5,1371.0,Millet,Silt,Potash
36.0,51.2,23.9,8.12,2.49,35.6,88.6,1218.0,Millet,Clay,Organic Compost
31.9,55.7,28.4,7.75,1.59,34.9,67.1,1373.0,Sorghum,Clay,Organic Compost
17.3,11.8,32.8,6.76,1.77,18.7,41.5,1833.0,Cassava,Silt,NPK 20-10-10
15.2,19.0,46.7,7.18,1.81,30.8,87.2,934.0,Cassava,Loamy,NPK 20-10-10
34.7,21.6,21.4,7.5,0.79,26.1,75.3,1981.0,Maize,Sandy,NPK 15-15-15
50.9,43.2,38.4,5.45,0.81,25.5,54.0,1694.0,Beans,Loamy,Potash
19.4,25.3,45.0,5.11,0.72,25.7,50.3,526.0,Beans,Loamy,Urea
10.4,31.8,31.6,6.46,1.51,18.3,42.6,1218.0,Cassava,Silt,Urea
27.8,49.2,40.7,7.35,1.51,36.0,72.0,1451.0,Millet,Silt,NPK 20-10-10
53.0,54.5,37.2,5.32,2.1,24.4,71.7,539.0,Wheat,Loamy,Potash
16.1,43.5,49.0,4.91,0.94,25.8,86.0,1189.0,Maize,Loamy,Urea
27.6,9.6,34.5,4.59,2.12,32.7,87.6,652.0,Rice,Silt,DAP
34.2,17.6,16.3,6.74,1.49,36.6,85.9,1558.0,Millet,Loamy,Superphosphate
11.9,11.3,42.3,5.83,2.43,20.4,50.9,1637.0,Rice,Silt,NPK 20-10-10
24.2,36.0,47.1,7.9,0.93,30.0,47.9,1596.0,Beans,Clay,Organic Compost
11.9,36.8,40.6,5.45,0.96,29.9,74.7,1553.0,Cassava,Silt,Urea
46.8,15.0,31.7,7.9,2.41,21.4,53.1,1363.0,Cassava,Silt,DAP
20.7,13.0,17.3,7.06,2.13,25.4,45.8,965.0,Millet,Sandy,Superphosphate
56.9,60.4,42.2,7.76,0.98,29.2,69.7,1630.0,Maize,Clay,Organic Compost
45.2,45.4,47.8,6.19,2.57,33.7,75.9,1092.0,Rice,Silt,Organic Compost
